id_paczki,data_dostawy,gabaryt,wysokosc_cm,szerokosc_cm,dlugosc_cm,waga_kg,miasto_docelowe,id_paczkomatu
ZAR-050704594,2026-05-07,A,3,6,37,1.1,Żary,ZAR-14
ZG-050704595,2026-05-07,C,21,5,53,10.0,Zielona Góra,ZG-08
SZP-050704596,2026-05-07,A,8,21,44,1.4,Szprotawa,SZP-01
ZAR-050704597,2026-05-07,A,8,38,48,1.3,Żary,ZAR-12
ZG-050704598,2026-05-07,B,12,4,57,1.5,Zielona Góra,ZG-09
ZAR-050704599,2026-05-07,B,14,24,16,4.3,Żary,ZAR-14
NS-050704600,2026-05-07,C,26,29,38,1.9,Nowa Sól,NS-05
ZG-050704601,2026-05-07,A,8,19,17,0.3,Zielona Góra,ZG-11
ZG-050704602,2026-05-07,A,6,28,4,1.7,Zielona Góra,ZG-18
ZAR-050704603,2026-05-07,B,14,30,13,3.9,Żary,ZAR-01
ZGN-050704604,2026-05-07,B,19,27,35,1.4,Żagań,ZGN-10
ZG-050704605,2026-05-07,A,1,16,3,0.9,Zielona Góra,ZG-31
ZGN-050704606,2026-05-07,A,5,26,9,0.2,Żagań,ZGN-04
ZG-050704607,2026-05-07,C,27,15,18,5.6,Zielona Góra,ZG-06
ZG-050704608,2026-05-07,B,16,16,17,3.4,Zielona Góra,ZG-15
NS-050704609,2026-05-07,B,18,11,64,6.6,Nowa Sól,NS-17
ZG-050704610,2026-05-07,B,18,26,38,4.0,Zielona Góra,ZG-16
ZG-050704611,2026-05-07,C,37,7,2,7.5,Zielona Góra,ZG-27
ZG-050704612,2026-05-07,A,1,28,20,0.7,Zielona Góra,ZG-40
ZG-050704613,2026-05-07,A,8,25,59,0.5,Zielona Góra,ZG-33
NS-050704614,2026-05-07,A,3,13,42,2.8,Nowa Sól,NS-20
ZG-050704615,2026-05-07,A,2,35,42,2.3,Zielona Góra,ZG-36
ZG-050704616,2026-05-07,A,6,4,56,0.8,Zielona Góra,ZG-39
ZG-050704617,2026-05-07,A,3,24,25,0.1,Zielona Góra,ZG-06
NS-050704618,2026-05-07,A,5,13,36,0.4,Nowa Sól,NS-20
NS-050704619,2026-05-07,C,28,7,45,9.9,Nowa Sól,NS-12
ZG-050704620,2026-05-07,B,15,4,25,3.7,Zielona Góra,ZG-10
ZG-050704621,2026-05-07,A,6,32,56,1.0,Zielona Góra,ZG-38
ZG-050704622,2026-05-07,A,1,22,43,0.8,Zielona Góra,ZG-05
ZG-050704623,2026-05-07,C,34,16,48,6.2,Zielona Góra,ZG-02
ZG-050704624,2026-05-07,C,26,16,4,9.1,Zielona Góra,ZG-25
ZGN-050704625,2026-05-07,B,13,2,35,3.4,Żagań,ZGN-09
ZGN-050704626,2026-05-07,A,7,25,45,3.1,Żagań,ZGN-04
ZG-050704627,2026-05-07,A,8,10,56,0.6,Zielona Góra,ZG-11
ZG-050704628,2026-05-07,B,16,30,19,4.9,Zielona Góra,ZG-39
SZP-050704629,2026-05-07,B,16,20,56,3.7,Szprotawa,SZP-01
ZG-050704630,2026-05-07,A,2,13,13,0.3,Zielona Góra,ZG-13
ZG-050704631,2026-05-07,B,19,7,15,3.7,Zielona Góra,ZG-08
ZAR-050704632,2026-05-07,A,1,24,44,2.9,Żary,ZAR-01
ZG-050704633,2026-05-07,B,11,2,49,6.8,Zielona Góra,ZG-02
ZAR-050704634,2026-05-07,C,36,22,55,4.6,Żary,ZAR-02
ZG-050704635,2026-05-07,A,2,12,16,3.9,Zielona Góra,ZG-13
ZAR-050704636,2026-05-07,B,18,12,49,3.6,Żary,ZAR-01
ZG-050704637,2026-05-07,B,19,2,35,3.0,Zielona Góra,ZG-12
ZG-050704638,2026-05-07,B,16,8,30,2.4,Zielona Góra,ZG-34
ZG-050704639,2026-05-07,A,3,35,18,1.3,Zielona Góra,ZG-18
ZG-050704640,2026-05-07,B,15,31,40,3.9,Zielona Góra,ZG-40
NB-050704641,2026-05-07,B,9,3,3,5.0,Nowogród Bobrzański,NB-05
ZGN-050704642,2026-05-07,C,24,20,31,9.9,Żagań,ZGN-10
ZG-050704643,2026-05-07,C,27,9,2,7.5,Zielona Góra,ZG-33
SZP-050704644,2026-05-07,B,10,9,37,2.2,Szprotawa,SZP-02
ZAR-050704645,2026-05-07,C,28,17,5,5.4,Żary,ZAR-14
ZG-050704646,2026-05-07,B,17,18,49,4.3,Zielona Góra,ZG-18
ZG-050704647,2026-05-07,A,3,2,45,2.5,Zielona Góra,ZG-08
ZG-050704648,2026-05-07,B,13,13,10,4.3,Zielona Góra,ZG-13
ZG-050704649,2026-05-07,A,7,25,50,0.4,Zielona Góra,ZG-12
ZG-050704650,2026-05-07,A,8,14,32,0.3,Zielona Góra,ZG-27
ZGN-050704651,2026-05-07,B,17,35,27,7.3,Żagań,ZGN-02
NS-050704652,2026-05-07,A,8,14,11,2.1,Nowa Sól,NS-07
ZAR-050704653,2026-05-07,B,19,21,21,6.3,Żary,ZAR-01
ZG-050704654,2026-05-07,B,17,2,53,6.9,Zielona Góra,ZG-31
ZG-050704655,2026-05-07,C,38,15,48,8.2,Zielona Góra,ZG-23
NS-050704656,2026-05-07,A,4,26,10,2.3,Nowa Sól,NS-08
ZAR-050704657,2026-05-07,C,25,23,28,8.8,Żary,ZAR-07
ZG-050704658,2026-05-07,A,5,6,30,2.2,Zielona Góra,ZG-08
NS-050704659,2026-05-07,C,21,37,11,5.2,Nowa Sól,NS-02
KOZ-050704660,2026-05-07,A,1,33,8,1.4,Kożuchów,KOZ-02
ZG-050704661,2026-05-07,C,20,20,63,9.5,Zielona Góra,ZG-02
NS-050704662,2026-05-07,A,7,4,6,1.1,Nowa Sól,NS-06
ZAR-050704663,2026-05-07,A,1,2,26,0.3,Żary,ZAR-02
ZAR-050704664,2026-05-07,A,2,4,5,2.9,Żary,ZAR-02
ZG-050704665,2026-05-07,B,18,36,48,3.8,Zielona Góra,ZG-10
ZGN-050704666,2026-05-07,C,33,25,21,6.5,Żagań,ZGN-04
ZG-050704667,2026-05-07,A,4,6,40,1.0,Zielona Góra,ZG-16
ZG-050704668,2026-05-07,C,28,22,29,6.2,Zielona Góra,ZG-36
ZG-050704669,2026-05-07,B,10,5,48,9.8,Zielona Góra,ZG-02
ZG-050704670,2026-05-07,C,41,29,38,8.2,Zielona Góra,ZG-27
NS-050704671,2026-05-07,A,5,13,37,0.3,Nowa Sól,NS-18
NS-050704672,2026-05-07,B,11,12,5,9.3,Nowa Sól,NS-08
ZG-050704673,2026-05-07,B,16,25,3,9.9,Zielona Góra,ZG-36
ZGN-050704674,2026-05-07,A,8,13,1,1.3,Żagań,ZGN-10
ZAR-050704675,2026-05-07,A,8,26,9,1.8,Żary,ZAR-10
ZG-050704676,2026-05-07,B,10,27,57,3.6,Zielona Góra,ZG-26
ZAR-050704677,2026-05-07,A,4,34,4,0.4,Żary,ZAR-03
SZP-050704678,2026-05-07,B,9,1,46,3.6,Szprotawa,SZP-03
ZG-050704679,2026-05-07,A,3,28,14,2.2,Zielona Góra,ZG-04
NS-050704680,2026-05-07,A,8,25,55,0.2,Nowa Sól,NS-06
ZAR-050704681,2026-05-07,A,2,37,7,0.4,Żary,ZAR-01
ZAR-050704682,2026-05-07,A,4,24,44,0.3,Żary,ZAR-04
NS-050704683,2026-05-07,A,3,11,8,1.3,Nowa Sól,NS-15
ZAR-050704684,2026-05-07,A,1,33,40,0.6,Żary,ZAR-03
ZG-050704685,2026-05-07,B,17,21,60,3.5,Zielona Góra,ZG-29
ZG-050704686,2026-05-07,B,10,21,27,7.8,Zielona Góra,ZG-31
ZG-050704687,2026-05-07,A,8,8,37,1.2,Zielona Góra,ZG-08
SZP-050704688,2026-05-07,A,5,17,28,2.8,Szprotawa,SZP-04
ZG-050704689,2026-05-07,B,9,16,20,1.8,Zielona Góra,ZG-37
ZG-050704690,2026-05-07,C,33,10,56,6.5,Zielona Góra,ZG-07
ZG-050704691,2026-05-07,B,17,7,35,2.1,Zielona Góra,ZG-13
ZG-050704692,2026-05-07,B,19,4,9,3.9,Zielona Góra,ZG-14
NS-050704693,2026-05-07,A,8,15,16,2.4,Nowa Sól,NS-06
ZAR-050704694,2026-05-07,B,19,5,24,2.3,Żary,ZAR-14
ZG-050704695,2026-05-07,B,9,11,31,9.3,Zielona Góra,ZG-24
NS-050704696,2026-05-07,A,4,23,27,0.1,Nowa Sól,NS-07
ZG-050704697,2026-05-07,B,15,29,59,3.1,Zielona Góra,ZG-34
ZGN-050704698,2026-05-07,C,40,16,29,9.3,Żagań,ZGN-10
ZG-050704699,2026-05-07,B,11,23,16,1.4,Zielona Góra,ZG-19
SZP-050704700,2026-05-07,B,12,12,36,7.0,Szprotawa,SZP-01
NS-050704701,2026-05-07,B,19,32,59,1.2,Nowa Sól,NS-01
NB-050704702,2026-05-07,A,4,3,59,1.8,Nowogród Bobrzański,NB-05
ZG-050704703,2026-05-07,A,6,19,10,1.2,Zielona Góra,ZG-01
ZG-050704704,2026-05-07,A,2,26,25,1.3,Zielona Góra,ZG-33
ZG-050704705,2026-05-07,B,10,27,18,2.6,Zielona Góra,ZG-16
ZG-050704706,2026-05-07,A,2,3,63,0.6,Zielona Góra,ZG-37
ZGN-050704707,2026-05-07,C,28,21,36,8.1,Żagań,ZGN-05
NS-050704708,2026-05-07,A,4,28,56,0.1,Nowa Sól,NS-03
NS-050704709,2026-05-07,A,6,17,45,3.2,Nowa Sól,NS-10
ZG-050704710,2026-05-07,A,3,26,49,1.0,Zielona Góra,ZG-04
ZG-050704711,2026-05-07,B,16,1,39,7.3,Zielona Góra,ZG-40
ZGN-050704712,2026-05-07,A,1,36,29,1.0,Żagań,ZGN-04
ZG-050704713,2026-05-07,A,1,4,14,0.8,Zielona Góra,ZG-30
ZAR-050704714,2026-05-07,A,2,5,22,0.7,Żary,ZAR-11
ZG-050704715,2026-05-07,B,15,38,61,3.3,Zielona Góra,ZG-23
ZG-050704716,2026-05-07,C,31,30,35,8.9,Zielona Góra,ZG-24
ZGN-050704717,2026-05-07,A,2,38,32,1.3,Żagań,ZGN-05
ZAR-050704718,2026-05-07,A,1,32,47,1.1,Żary,ZAR-04
SZP-050704719,2026-05-07,A,8,35,51,2.8,Szprotawa,SZP-04
ZG-050704720,2026-05-07,B,17,12,49,7.3,Zielona Góra,ZG-26
ZG-050704721,2026-05-07,B,17,6,60,5.2,Zielona Góra,ZG-20
ZGN-050704722,2026-05-07,A,6,16,16,0.5,Żagań,ZGN-05
ZG-050704723,2026-05-07,A,6,20,11,3.2,Zielona Góra,ZG-20
ZG-050704724,2026-05-07,A,3,3,64,0.5,Zielona Góra,ZG-04
ZG-050704725,2026-05-07,B,18,12,37,1.9,Zielona Góra,ZG-02
NS-050704726,2026-05-07,A,3,24,53,5.8,Nowa Sól,NS-02
ZG-050704727,2026-05-07,A,7,34,37,2.8,Zielona Góra,ZG-26
NS-050704728,2026-05-07,A,3,28,28,0.2,Nowa Sól,NS-19
NS-050704729,2026-05-07,B,9,24,59,1.5,Nowa Sól,NS-01
ZAR-050704730,2026-05-07,B,19,2,12,5.3,Żary,ZAR-02
ZAR-050704731,2026-05-07,A,6,14,23,0.9,Żary,ZAR-13
ZAR-050704732,2026-05-07,B,18,23,15,5.7,Żary,ZAR-08
ZGN-050704733,2026-05-07,C,40,9,37,5.9,Żagań,ZGN-10
ZG-050704734,2026-05-07,A,1,14,64,2.3,Zielona Góra,ZG-12
KOZ-050704735,2026-05-07,A,5,29,40,0.6,Kożuchów,KOZ-02
ZG-050704736,2026-05-07,B,18,37,21,5.5,Zielona Góra,ZG-08
ZAR-050704737,2026-05-07,B,9,2,44,2.8,Żary,ZAR-14
NS-050704738,2026-05-07,C,30,13,14,9.7,Nowa Sól,NS-14
ZGN-050704739,2026-05-07,B,16,4,22,5.2,Żagań,ZGN-04
ZG-050704740,2026-05-07,B,15,36,13,6.7,Zielona Góra,ZG-36
ZAR-050704741,2026-05-07,B,9,20,9,1.3,Żary,ZAR-14
ZAR-050704742,2026-05-07,A,1,37,52,1.3,Żary,ZAR-08
ZAR-050704743,2026-05-07,A,2,31,11,1.2,Żary,ZAR-06
ZG-050704744,2026-05-07,B,13,5,49,2.6,Zielona Góra,ZG-14
NS-050704745,2026-05-07,A,3,11,64,0.7,Nowa Sól,NS-09
ZG-050704746,2026-05-07,C,27,35,23,7.9,Zielona Góra,ZG-12
KOZ-050704747,2026-05-07,B,13,13,33,1.1,Kożuchów,KOZ-01
ZG-050704748,2026-05-07,A,5,1,14,0.7,Zielona Góra,ZG-35
ZG-050704749,2026-05-07,A,5,15,54,0.5,Zielona Góra,ZG-36
ZGN-050704750,2026-05-07,B,13,38,6,7.2,Żagań,ZGN-02
ZG-050704751,2026-05-07,A,2,38,29,3.2,Zielona Góra,ZG-05
ZG-050704752,2026-05-07,C,28,17,6,7.7,Zielona Góra,ZG-05
NS-050704753,2026-05-07,B,10,20,50,3.4,Nowa Sól,NS-05
ZG-050704754,2026-05-07,A,2,4,58,3.2,Zielona Góra,ZG-36
ZG-050704755,2026-05-07,A,5,29,48,1.7,Zielona Góra,ZG-11
ZG-050704756,2026-05-07,B,18,27,15,8.1,Zielona Góra,ZG-05
NB-050704757,2026-05-07,A,2,16,53,0.9,Nowogród Bobrzański,NB-03
ZG-050704758,2026-05-07,B,14,20,17,6.7,Zielona Góra,ZG-23
ZG-050704759,2026-05-07,B,19,9,32,3.5,Zielona Góra,ZG-33
ZAR-050704760,2026-05-07,B,16,38,17,9.8,Żary,ZAR-07
KOZ-050704761,2026-05-07,B,15,32,3,3.3,Kożuchów,KOZ-01
ZAR-050704762,2026-05-07,B,18,36,35,2.8,Żary,ZAR-06
SZP-050704763,2026-05-07,C,20,7,32,9.9,Szprotawa,SZP-01
ZGN-050704764,2026-05-07,A,8,34,5,2.3,Żagań,ZGN-09
ZAR-050704765,2026-05-07,B,9,1,7,1.7,Żary,ZAR-03
ZGN-050704766,2026-05-07,B,14,10,61,1.1,Żagań,ZGN-08
ZGN-050704767,2026-05-07,A,6,5,32,2.5,Żagań,ZGN-01
KOZ-050704768,2026-05-07,A,5,32,15,1.0,Kożuchów,KOZ-01
ZG-050704769,2026-05-07,B,19,21,31,9.7,Zielona Góra,ZG-36
ZG-050704770,2026-05-07,A,8,12,45,0.1,Zielona Góra,ZG-38
ZG-050704771,2026-05-07,B,11,2,39,5.4,Zielona Góra,ZG-16
NS-050704772,2026-05-07,C,24,35,2,10.0,Nowa Sól,NS-03
SZP-050704773,2026-05-07,A,1,37,57,2.8,Szprotawa,SZP-03
ZG-050704774,2026-05-07,B,14,21,53,2.6,Zielona Góra,ZG-04
ZG-050704775,2026-05-07,A,5,22,10,0.3,Zielona Góra,ZG-12
ZG-050704776,2026-05-07,A,1,4,60,0.1,Zielona Góra,ZG-14
ZG-050704777,2026-05-07,B,16,7,17,2.6,Zielona Góra,ZG-09
ZAR-050704778,2026-05-07,A,6,32,31,1.5,Żary,ZAR-13
ZG-050704779,2026-05-07,A,5,29,54,0.8,Zielona Góra,ZG-33
SZP-050704780,2026-05-07,A,5,36,12,2.1,Szprotawa,SZP-02
ZAR-050704781,2026-05-07,C,41,35,33,10.0,Żary,ZAR-14
ZGN-050704782,2026-05-07,C,40,38,63,9.1,Żagań,ZGN-02
SZP-050704783,2026-05-07,A,1,14,55,1.7,Szprotawa,SZP-04
ZG-050704784,2026-05-07,A,6,13,10,2.1,Zielona Góra,ZG-17
ZG-050704785,2026-05-07,C,30,32,20,9.2,Zielona Góra,ZG-02
ZG-050704786,2026-05-07,B,10,20,39,7.6,Zielona Góra,ZG-04
ZG-050704787,2026-05-07,B,17,1,45,4.9,Zielona Góra,ZG-16
ZAR-050704788,2026-05-07,A,8,7,22,2.6,Żary,ZAR-01
ZG-050704789,2026-05-07,A,8,25,43,0.7,Zielona Góra,ZG-32
ZAR-050704790,2026-05-07,C,24,8,30,6.9,Żary,ZAR-02
ZG-050704791,2026-05-07,B,19,8,12,6.7,Zielona Góra,ZG-29
ZG-050704792,2026-05-07,A,8,16,63,0.8,Zielona Góra,ZG-11
ZG-050704793,2026-05-07,A,6,22,39,0.7,Zielona Góra,ZG-34
ZAR-050704794,2026-05-07,A,2,34,61,0.4,Żary,ZAR-09
ZG-050704795,2026-05-07,B,11,26,1,0.4,Zielona Góra,ZG-37
ZG-050704796,2026-05-07,A,6,38,25,1.7,Zielona Góra,ZG-22
SZP-050704797,2026-05-07,B,19,22,51,4.4,Szprotawa,SZP-02
ZG-050704798,2026-05-07,A,1,4,33,0.2,Zielona Góra,ZG-24
ZG-050704799,2026-05-07,A,2,16,34,2.9,Zielona Góra,ZG-31
ZG-050704800,2026-05-07,B,15,5,22,6.6,Zielona Góra,ZG-23
ZGN-050704801,2026-05-07,C,26,38,35,9.8,Żagań,ZGN-08
ZG-050704802,2026-05-07,B,10,10,13,2.9,Zielona Góra,ZG-12
ZG-050704803,2026-05-07,A,8,21,36,0.9,Zielona Góra,ZG-24
ZG-050704804,2026-05-07,A,2,37,21,0.7,Zielona Góra,ZG-31
ZAR-050704805,2026-05-07,A,2,25,36,1.4,Żary,ZAR-07
NB-050704806,2026-05-07,B,9,12,15,1.0,Nowogród Bobrzański,NB-01
ZG-050704807,2026-05-07,A,1,7,27,1.9,Zielona Góra,ZG-06
SZP-050704808,2026-05-07,A,8,29,54,0.4,Szprotawa,SZP-04
NS-050704809,2026-05-07,A,4,18,2,1.1,Nowa Sól,NS-02
NS-050704810,2026-05-07,B,19,12,28,3.5,Nowa Sól,NS-19
ZG-050704811,2026-05-07,C,21,9,27,6.6,Zielona Góra,ZG-24
NB-050704812,2026-05-07,A,2,7,40,0.8,Nowogród Bobrzański,NB-04
ZAR-050704813,2026-05-07,B,12,22,22,7.6,Żary,ZAR-07
ZG-050704814,2026-05-07,C,40,2,13,9.9,Zielona Góra,ZG-28
ZG-050704815,2026-05-07,B,19,5,6,5.5,Zielona Góra,ZG-28
ZAR-050704816,2026-05-07,B,15,5,48,4.3,Żary,ZAR-05
ZG-050704817,2026-05-07,A,4,12,24,1.0,Zielona Góra,ZG-34
ZG-050704818,2026-05-07,A,5,26,54,1.1,Zielona Góra,ZG-20
ZG-050704819,2026-05-07,B,11,13,23,3.0,Zielona Góra,ZG-37
ZAR-050704820,2026-05-07,C,26,23,27,5.2,Żary,ZAR-05
ZG-050704821,2026-05-07,A,8,8,55,2.0,Zielona Góra,ZG-34
ZG-050704822,2026-05-07,B,11,1,55,3.5,Zielona Góra,ZG-20
ZG-050704823,2026-05-07,A,6,20,19,1.6,Zielona Góra,ZG-28
ZG-050704824,2026-05-07,A,6,21,4,0.7,Zielona Góra,ZG-14
ZAR-050704825,2026-05-07,B,9,16,64,4.9,Żary,ZAR-10
ZG-050704826,2026-05-07,C,26,20,20,7.4,Zielona Góra,ZG-09
ZAR-050704827,2026-05-07,A,2,7,20,1.4,Żary,ZAR-12
ZAR-050704828,2026-05-07,A,1,7,53,0.6,Żary,ZAR-10
ZG-050704829,2026-05-07,B,17,14,64,8.0,Zielona Góra,ZG-32
NS-050704830,2026-05-07,A,3,32,54,0.2,Nowa Sól,NS-17
ZGN-050704831,2026-05-07,C,37,3,34,3.9,Żagań,ZGN-04
ZAR-050704832,2026-05-07,B,15,5,50,2.3,Żary,ZAR-15
ZG-050704833,2026-05-07,B,13,38,4,0.8,Zielona Góra,ZG-04
NS-050704834,2026-05-07,B,18,5,28,6.1,Nowa Sól,NS-06
SZP-050704835,2026-05-07,A,1,35,22,1.1,Szprotawa,SZP-01
ZAR-050704836,2026-05-07,C,38,31,63,8.9,Żary,ZAR-04
ZG-050704837,2026-05-07,C,38,17,10,9.6,Zielona Góra,ZG-29
ZAR-050704838,2026-05-07,A,6,1,60,0.7,Żary,ZAR-05
ZG-050704839,2026-05-07,A,4,5,60,1.2,Zielona Góra,ZG-08
ZG-050704840,2026-05-07,B,16,17,5,3.6,Zielona Góra,ZG-32
NS-050704841,2026-05-07,A,5,13,33,2.0,Nowa Sól,NS-14
NS-050704842,2026-05-07,B,15,35,36,3.7,Nowa Sól,NS-07
ZG-050704843,2026-05-07,A,4,6,39,0.5,Zielona Góra,ZG-26
ZG-050704844,2026-05-07,A,6,15,52,0.5,Zielona Góra,ZG-21
ZGN-050704845,2026-05-07,C,36,11,41,6.1,Żagań,ZGN-07
ZGN-050704846,2026-05-07,A,8,5,64,0.4,Żagań,ZGN-08
ZG-050704847,2026-05-07,A,7,28,18,0.1,Zielona Góra,ZG-39
SZP-050704848,2026-05-07,A,2,33,13,0.2,Szprotawa,SZP-01
ZG-050704849,2026-05-07,B,16,31,46,8.6,Zielona Góra,ZG-13
ZGN-050704850,2026-05-07,B,14,26,41,0.9,Żagań,ZGN-01
NS-050704851,2026-05-07,A,6,31,39,1.4,Nowa Sól,NS-11
ZG-050704852,2026-05-07,A,8,36,54,0.7,Zielona Góra,ZG-17
ZG-050704853,2026-05-07,B,10,31,26,8.4,Zielona Góra,ZG-01
ZG-050704854,2026-05-07,B,12,3,44,6.9,Zielona Góra,ZG-03
ZG-050704855,2026-05-07,B,9,32,34,1.5,Zielona Góra,ZG-14
NS-050704856,2026-05-07,A,5,11,26,1.2,Nowa Sól,NS-04
SZP-050704857,2026-05-07,A,6,8,61,1.0,Szprotawa,SZP-04
ZAR-050704858,2026-05-07,B,11,19,10,1.4,Żary,ZAR-13
ZG-050704859,2026-05-07,A,6,33,29,0.5,Zielona Góra,ZG-16
ZG-050704860,2026-05-07,A,8,9,55,1.7,Zielona Góra,ZG-36
ZG-050704861,2026-05-07,A,3,14,1,2.2,Zielona Góra,ZG-02
ZG-050704862,2026-05-07,C,36,31,40,6.3,Zielona Góra,ZG-31
NS-050704863,2026-05-07,A,5,18,2,0.7,Nowa Sól,NS-19
SZP-050704864,2026-05-07,B,10,28,45,9.5,Szprotawa,SZP-01
ZG-050704865,2026-05-07,A,7,16,26,1.4,Zielona Góra,ZG-04
ZAR-050704866,2026-05-07,A,7,14,12,0.6,Żary,ZAR-04
ZAR-050704867,2026-05-07,A,3,14,14,2.3,Żary,ZAR-12
ZG-050704868,2026-05-07,A,1,33,30,0.6,Zielona Góra,ZG-25
NS-050704869,2026-05-07,B,19,7,1,2.4,Nowa Sól,NS-20
ZG-050704870,2026-05-07,A,7,4,56,1.2,Zielona Góra,ZG-20
ZG-050704871,2026-05-07,C,36,13,30,9.0,Zielona Góra,ZG-31
ZAR-050704872,2026-05-07,A,2,21,9,0.9,Żary,ZAR-03
ZGN-050704873,2026-05-07,A,5,1,48,3.8,Żagań,ZGN-02
NS-050704874,2026-05-07,C,38,20,35,8.3,Nowa Sól,NS-19
ZG-050704875,2026-05-07,A,3,38,56,1.5,Zielona Góra,ZG-35
ZG-050704876,2026-05-07,A,8,37,41,1.4,Zielona Góra,ZG-08
ZAR-050704877,2026-05-07,B,18,28,3,6.9,Żary,ZAR-08
ZG-050704878,2026-05-07,A,6,20,7,2.7,Zielona Góra,ZG-01
ZG-050704879,2026-05-07,A,5,26,53,1.7,Zielona Góra,ZG-18
ZG-050704880,2026-05-07,B,18,15,27,4.4,Zielona Góra,ZG-38
ZG-050704881,2026-05-07,C,28,21,18,9.1,Zielona Góra,ZG-19
ZGN-050704882,2026-05-07,A,3,26,20,0.3,Żagań,ZGN-10
SZP-050704883,2026-05-07,B,19,6,28,1.7,Szprotawa,SZP-03
ZAR-050704884,2026-05-07,C,21,26,50,8.4,Żary,ZAR-05
ZG-050704885,2026-05-07,A,8,19,8,1.0,Zielona Góra,ZG-07
ZG-050704886,2026-05-07,C,26,22,47,9.8,Zielona Góra,ZG-30
ZG-050704887,2026-05-07,A,3,38,18,0.3,Zielona Góra,ZG-09
ZG-050704888,2026-05-07,A,5,11,7,0.4,Zielona Góra,ZG-29
ZGN-050704889,2026-05-07,A,2,30,24,0.2,Żagań,ZGN-04
ZG-050704890,2026-05-07,C,36,17,39,6.8,Zielona Góra,ZG-04
SZP-050704891,2026-05-07,A,2,32,46,1.9,Szprotawa,SZP-04
ZG-050704892,2026-05-07,C,32,14,27,8.9,Zielona Góra,ZG-35
ZG-050704893,2026-05-07,C,33,14,46,4.7,Zielona Góra,ZG-34
ZG-050704894,2026-05-07,B,18,9,46,9.3,Zielona Góra,ZG-10
ZG-050704895,2026-05-07,A,8,29,34,1.4,Zielona Góra,ZG-38
ZG-050704896,2026-05-07,B,15,19,25,5.2,Zielona Góra,ZG-14
ZG-050704897,2026-05-07,B,10,38,44,3.0,Zielona Góra,ZG-10
NS-050704898,2026-05-07,C,20,37,30,9.4,Nowa Sól,NS-14
ZG-050704899,2026-05-07,C,27,36,18,8.5,Zielona Góra,ZG-31
ZAR-050704900,2026-05-07,A,3,9,5,1.6,Żary,ZAR-05
ZG-050704901,2026-05-07,B,9,10,35,3.2,Zielona Góra,ZG-34
NS-050704902,2026-05-07,B,18,23,57,1.6,Nowa Sól,NS-01
ZG-050704903,2026-05-07,A,7,8,53,1.4,Zielona Góra,ZG-01
NS-050704904,2026-05-07,B,12,28,41,5.8,Nowa Sól,NS-08
KOZ-050704905,2026-05-07,B,9,7,53,3.1,Kożuchów,KOZ-02
ZG-050704906,2026-05-07,B,13,38,41,1.7,Zielona Góra,ZG-01
ZAR-050704907,2026-05-07,A,4,23,57,0.7,Żary,ZAR-15
ZG-050704908,2026-05-07,C,38,20,37,6.7,Zielona Góra,ZG-35
ZG-050704909,2026-05-07,A,3,30,4,0.9,Zielona Góra,ZG-29
ZG-050704910,2026-05-07,A,6,7,35,1.3,Zielona Góra,ZG-38
ZG-050704911,2026-05-07,C,37,2,17,5.2,Zielona Góra,ZG-04
SZP-050704912,2026-05-07,B,19,14,31,3.7,Szprotawa,SZP-03
ZG-050704913,2026-05-07,B,15,6,38,3.7,Zielona Góra,ZG-13
ZG-050704914,2026-05-07,A,4,8,13,3.2,Zielona Góra,ZG-40
ZAR-050704915,2026-05-07,C,30,33,13,4.1,Żary,ZAR-12
SZP-050704916,2026-05-07,B,9,35,41,7.4,Szprotawa,SZP-03
ZG-050704917,2026-05-07,B,19,8,27,4.7,Zielona Góra,ZG-34
ZG-050704918,2026-05-07,A,5,22,45,0.2,Zielona Góra,ZG-21
ZG-050704919,2026-05-07,A,4,27,19,2.4,Zielona Góra,ZG-31
NS-050704920,2026-05-07,B,19,36,53,1.7,Nowa Sól,NS-04
ZG-050704921,2026-05-07,B,14,9,30,2.0,Zielona Góra,ZG-37
ZG-050704922,2026-05-07,A,2,33,40,0.2,Zielona Góra,ZG-02
ZAR-050704923,2026-05-07,C,24,20,8,3.3,Żary,ZAR-11
ZG-050704924,2026-05-07,A,8,10,23,0.5,Zielona Góra,ZG-12
KOZ-050704925,2026-05-07,A,6,1,53,0.7,Kożuchów,KOZ-02
ZG-050704926,2026-05-07,B,19,22,1,4.4,Zielona Góra,ZG-06
ZG-050704927,2026-05-07,B,11,16,26,5.9,Zielona Góra,ZG-28
ZG-050704928,2026-05-07,A,2,33,53,0.2,Zielona Góra,ZG-38
ZG-050704929,2026-05-07,A,4,29,20,0.7,Zielona Góra,ZG-02
ZG-050704930,2026-05-07,B,13,16,12,4.3,Zielona Góra,ZG-02
ZGN-050704931,2026-05-07,C,38,24,23,9.3,Żagań,ZGN-03
ZG-050704932,2026-05-07,A,1,22,6,2.0,Zielona Góra,ZG-39
ZAR-050704933,2026-05-07,B,17,24,21,2.4,Żary,ZAR-12
ZG-050704934,2026-05-07,A,8,15,36,0.8,Zielona Góra,ZG-12
ZAR-050704935,2026-05-07,A,1,21,31,2.2,Żary,ZAR-11
ZGN-050704936,2026-05-07,A,8,35,32,2.2,Żagań,ZGN-04
ZG-050704937,2026-05-07,A,3,15,4,0.5,Zielona Góra,ZG-15
ZG-050704938,2026-05-07,A,2,24,44,1.8,Zielona Góra,ZG-23
